Year,Month,Group,State,Age Group,COVID-19 Deaths
2021,6,By Month,Hawaii,Not stated,0
2021,7,By Month,Hawaii,0-24,0
2021,7,By Month,Hawaii,25-34,0
2021,7,By Month,Hawaii,35-44,0
2021,7,By Month,Hawaii,45-54,0
2021,7,By Month,Hawaii,55-64,0
2021,7,By Month,Hawaii,65-74,0
2021,7,By Month,Hawaii,75-84,0
2021,7,By Month,Hawaii,85+,0
2021,7,By Month,Hawaii,Not stated,0
2021,8,By Month,Hawaii,0-24,0
2021,8,By Month,Hawaii,25-34,0
2021,8,By Month,Hawaii,35-44,16
2021,8,By Month,Hawaii,45-54,22
2021,8,By Month,Hawaii,55-64,22
2021,8,By Month,Hawaii,65-74,43
2021,8,By Month,Hawaii,75-84,21
2021,8,By Month,Hawaii,85+,23
2021,8,By Month,Hawaii,Not stated,0
2021,9,By Month,Hawaii,0-24,0
2021,9,By Month,Hawaii,25-34,14
2021,9,By Month,Hawaii,35-44,13
2021,9,By Month,Hawaii,45-54,34
2021,9,By Month,Hawaii,55-64,60
2021,9,By Month,Hawaii,65-74,59
2021,9,By Month,Hawaii,75-84,28
2021,9,By Month,Hawaii,85+,42
2021,9,By Month,Hawaii,Not stated,0
2021,10,By Month,Hawaii,0-24,0
2021,10,By Month,Hawaii,25-34,0
2021,10,By Month,Hawaii,35-44,0
2021,10,By Month,Hawaii,45-54,10
2021,10,By Month,Hawaii,55-64,20
2021,10,By Month,Hawaii,65-74,29
2021,10,By Month,Hawaii,75-84,16
2021,10,By Month,Hawaii,85+,0
2021,10,By Month,Hawaii,Not stated,0
2021,11,By Month,Hawaii,0-24,0
2021,11,By Month,Hawaii,25-34,0
2021,11,By Month,Hawaii,35-44,0
2021,11,By Month,Hawaii,45-54,0
2021,11,By Month,Hawaii,55-64,0
2021,11,By Month,Hawaii,65-74,14
2021,11,By Month,Hawaii,75-84,13
2021,11,By Month,Hawaii,85+,0
2021,11,By Month,Hawaii,Not stated,0
2021,12,By Month,Hawaii,0-24,0
2021,12,By Month,Hawaii,25-34,0
2021,12,By Month,Hawaii,35-44,0
2021,12,By Month,Hawaii,45-54,0
2021,12,By Month,Hawaii,55-64,0
2021,12,By Month,Hawaii,65-74,11
2021,12,By Month,Hawaii,75-84,13
2021,12,By Month,Hawaii,85+,0
2021,12,By Month,Hawaii,Not stated,0
2022,1,By Month,Hawaii,0-24,0
2022,1,By Month,Hawaii,25-34,0
2022,1,By Month,Hawaii,35-44,10
2022,1,By Month,Hawaii,45-54,0
2022,1,By Month,Hawaii,55-64,23
2022,1,By Month,Hawaii,65-74,29
2022,1,By Month,Hawaii,75-84,38
2022,1,By Month,Hawaii,85+,50
2022,1,By Month,Hawaii,Not stated,0
2022,2,By Month,Hawaii,0-24,0
2022,2,By Month,Hawaii,25-34,0
2022,2,By Month,Hawaii,35-44,0
2022,2,By Month,Hawaii,45-54,0
2022,2,By Month,Hawaii,55-64,20
2022,2,By Month,Hawaii,65-74,25
2022,2,By Month,Hawaii,75-84,19
2022,2,By Month,Hawaii,85+,32
2022,2,By Month,Hawaii,Not stated,0
2022,3,By Month,Hawaii,0-24,0
2022,3,By Month,Hawaii,25-34,0
2022,3,By Month,Hawaii,35-44,0
2022,3,By Month,Hawaii,45-54,0
2022,3,By Month,Hawaii,55-64,0
2022,3,By Month,Hawaii,65-74,0
2022,3,By Month,Hawaii,75-84,0
2022,3,By Month,Hawaii,85+,11
2022,3,By Month,Hawaii,Not stated,0
2022,4,By Month,Hawaii,0-24,0
2022,4,By Month,Hawaii,25-34,0
2022,4,By Month,Hawaii,35-44,0
2022,4,By Month,Hawaii,45-54,0
2022,4,By Month,Hawaii,55-64,0
2022,4,By Month,Hawaii,65-74,0
2022,4,By Month,Hawaii,75-84,0
2022,4,By Month,Hawaii,85+,0
2022,4,By Month,Hawaii,Not stated,0
2022,5,By Month,Hawaii,0-24,0
2022,5,By Month,Hawaii,25-34,0
2022,5,By Month,Hawaii,35-44,0
2022,5,By Month,Hawaii,45-54,0
2022,5,By Month,Hawaii,55-64,0
2022,5,By Month,Hawaii,65-74,0
2022,5,By Month,Hawaii,75-84,13
2022,5,By Month,Hawaii,85+,15
2022,5,By Month,Hawaii,Not stated,0
2022,6,By Month,Hawaii,0-24,0
2022,6,By Month,Hawaii,25-34,0
2022,6,By Month,Hawaii,35-44,0
2022,6,By Month,Hawaii,45-54,0
2022,6,By Month,Hawaii,55-64,0
2022,6,By Month,Hawaii,65-74,0
2022,6,By Month,Hawaii,75-84,16
2022,6,By Month,Hawaii,85+,30
2022,6,By Month,Hawaii,Not stated,0
2022,7,By Month,Hawaii,0-24,0
2022,7,By Month,Hawaii,25-34,0
2022,7,By Month,Hawaii,35-44,0
2022,7,By Month,Hawaii,45-54,0
2022,7,By Month,Hawaii,55-64,0
2022,7,By Month,Hawaii,65-74,0
2022,7,By Month,Hawaii,75-84,15
2022,7,By Month,Hawaii,85+,28
2022,7,By Month,Hawaii,Not stated,0
2022,8,By Month,Hawaii,0-24,0
2022,8,By Month,Hawaii,25-34,0
2022,8,By Month,Hawaii,35-44,0
2022,8,By Month,Hawaii,45-54,0
2022,8,By Month,Hawaii,55-64,0
2022,8,By Month,Hawaii,65-74,0
2022,8,By Month,Hawaii,75-84,0
2022,8,By Month,Hawaii,85+,35
2022,8,By Month,Hawaii,Not stated,0
2022,9,By Month,Hawaii,0-24,0
2022,9,By Month,Hawaii,25-34,0
2022,9,By Month,Hawaii,35-44,0
2022,9,By Month,Hawaii,45-54,0
2022,9,By Month,Hawaii,55-64,0
2022,9,By Month,Hawaii,65-74,0
2022,9,By Month,Hawaii,75-84,0
2022,9,By Month,Hawaii,85+,12
2022,9,By Month,Hawaii,Not stated,0
2022,10,By Month,Hawaii,0-24,0
2022,10,By Month,Hawaii,25-34,0
2022,10,By Month,Hawaii,35-44,0
2022,10,By Month,Hawaii,45-54,0
2022,10,By Month,Hawaii,55-64,0
2022,10,By Month,Hawaii,65-74,0
2022,10,By Month,Hawaii,75-84,0
2022,10,By Month,Hawaii,85+,0
2022,10,By Month,Hawaii,Not stated,0
2022,11,By Month,Hawaii,0-24,0
2022,11,By Month,Hawaii,25-34,0
2022,11,By Month,Hawaii,35-44,0
2022,11,By Month,Hawaii,45-54,0
2022,11,By Month,Hawaii,55-64,0
2022,11,By Month,Hawaii,65-74,0
2022,11,By Month,Hawaii,75-84,0
2022,11,By Month,Hawaii,85+,12
2022,11,By Month,Hawaii,Not stated,0
2022,12,By Month,Hawaii,0-24,0
2022,12,By Month,Hawaii,25-34,0
2022,12,By Month,Hawaii,35-44,0
2022,12,By Month,Hawaii,45-54,0
2022,12,By Month,Hawaii,55-64,0
2022,12,By Month,Hawaii,65-74,0
2022,12,By Month,Hawaii,75-84,0
2022,12,By Month,Hawaii,85+,11
2022,12,By Month,Hawaii,Not stated,0
2023,1,By Month,Hawaii,0-24,0
2023,1,By Month,Hawaii,25-34,0
2023,1,By Month,Hawaii,35-44,0
2023,1,By Month,Hawaii,45-54,0
2023,1,By Month,Hawaii,55-64,0
2023,1,By Month,Hawaii,65-74,0
2023,1,By Month,Hawaii,75-84,10
2023,1,By Month,Hawaii,85+,16
2023,1,By Month,Hawaii,Not stated,0
2023,2,By Month,Hawaii,0-24,0
2023,2,By Month,Hawaii,25-34,0
2023,2,By Month,Hawaii,35-44,0
2023,2,By Month,Hawaii,45-54,0
2023,2,By Month,Hawaii,55-64,0
2023,2,By Month,Hawaii,65-74,0
2023,2,By Month,Hawaii,75-84,0
2023,2,By Month,Hawaii,85+,0
2023,2,By Month,Hawaii,Not stated,0
2023,3,By Month,Hawaii,0-24,0
2023,3,By Month,Hawaii,25-34,0
2023,3,By Month,Hawaii,35-44,0
2023,3,By Month,Hawaii,45-54,0
2023,3,By Month,Hawaii,55-64,0
2023,3,By Month,Hawaii,65-74,0
2023,3,By Month,Hawaii,75-84,0
2023,3,By Month,Hawaii,85+,0
2023,3,By Month,Hawaii,Not stated,0
2023,4,By Month,Hawaii,0-24,0
2023,4,By Month,Hawaii,25-34,0
2023,4,By Month,Hawaii,35-44,0
2023,4,By Month,Hawaii,45-54,0
2023,4,By Month,Hawaii,55-64,0
2023,4,By Month,Hawaii,65-74,0
2023,4,By Month,Hawaii,75-84,0
2023,4,By Month,Hawaii,85+,14
2023,4,By Month,Hawaii,Not stated,0
2023,5,By Month,Hawaii,0-24,0
2023,5,By Month,Hawaii,25-34,0
2023,5,By Month,Hawaii,35-44,0
2023,5,By Month,Hawaii,45-54,0
2023,5,By Month,Hawaii,55-64,0
2023,5,By Month,Hawaii,65-74,0
2023,5,By Month,Hawaii,75-84,0
2023,5,By Month,Hawaii,85+,0
2023,5,By Month,Hawaii,Not stated,0
2023,6,By Month,Hawaii,0-24,0
2023,6,By Month,Hawaii,25-34,0
2023,6,By Month,Hawaii,35-44,0
2023,6,By Month,Hawaii,45-54,0
2023,6,By Month,Hawaii,55-64,0
2023,6,By Month,Hawaii,65-74,0
2023,6,By Month,Hawaii,75-84,0
2023,6,By Month,Hawaii,85+,0
2023,6,By Month,Hawaii,Not stated,0
2023,7,By Month,Hawaii,0-24,0
2023,7,By Month,Hawaii,25-34,0
2023,7,By Month,Hawaii,35-44,0
2023,7,By Month,Hawaii,45-54,0
2023,7,By Month,Hawaii,55-64,0
2023,7,By Month,Hawaii,65-74,0
2023,7,By Month,Hawaii,75-84,0
2023,7,By Month,Hawaii,85+,0
2023,7,By Month,Hawaii,Not stated,0
2023,8,By Month,Hawaii,0-24,0
2023,8,By Month,Hawaii,25-34,0
2023,8,By Month,Hawaii,35-44,0
2023,8,By Month,Hawaii,45-54,0
2023,8,By Month,Hawaii,55-64,0
2023,8,By Month,Hawaii,65-74,0
2023,8,By Month,Hawaii,75-84,0
2023,8,By Month,Hawaii,85+,17
2023,8,By Month,Hawaii,Not stated,0
2023,9,By Month,Hawaii,0-24,0
2023,9,By Month,Hawaii,25-34,0
2023,9,By Month,Hawaii,35-44,0
2023,9,By Month,Hawaii,45-54,0
2023,9,By Month,Hawaii,55-64,0
2023,9,By Month,Hawaii,65-74,0
2023,9,By Month,Hawaii,75-84,0
2023,9,By Month,Hawaii,85+,0
2023,9,By Month,Hawaii,Not stated,0
2020,1,By Month,Idaho,0-24,0
2020,1,By Month,Idaho,25-34,0
2020,1,By Month,Idaho,35-44,0
2020,1,By Month,Idaho,45-54,0
2020,1,By Month,Idaho,55-64,0
2020,1,By Month,Idaho,65-74,0
2020,1,By Month,Idaho,75-84,0
2020,1,By Month,Idaho,85+,0
2020,1,By Month,Idaho,Not stated,0
2020,2,By Month,Idaho,0-24,0
2020,2,By Month,Idaho,25-34,0
2020,2,By Month,Idaho,35-44,0
2020,2,By Month,Idaho,45-54,0
2020,2,By Month,Idaho,55-64,0
2020,2,By Month,Idaho,65-74,0
2020,2,By Month,Idaho,75-84,0
2020,2,By Month,Idaho,85+,0
2020,2,By Month,Idaho,Not stated,0
2020,3,By Month,Idaho,0-24,0
2020,3,By Month,Idaho,25-34,0
2020,3,By Month,Idaho,35-44,0
2020,3,By Month,Idaho,45-54,0
2020,3,By Month,Idaho,55-64,0
2020,3,By Month,Idaho,65-74,0
2020,3,By Month,Idaho,75-84,0
2020,3,By Month,Idaho,85+,0
2020,3,By Month,Idaho,Not stated,0
2020,4,By Month,Idaho,0-24,0
2020,4,By Month,Idaho,25-34,0
2020,4,By Month,Idaho,35-44,0
2020,4,By Month,Idaho,45-54,0
2020,4,By Month,Idaho,55-64,0
2020,4,By Month,Idaho,65-74,10
2020,4,By Month,Idaho,75-84,18
2020,4,By Month,Idaho,85+,25
2020,4,By Month,Idaho,Not stated,0
2020,5,By Month,Idaho,0-24,0
2020,5,By Month,Idaho,25-34,0
2020,5,By Month,Idaho,35-44,0
2020,5,By Month,Idaho,45-54,0
2020,5,By Month,Idaho,55-64,0
2020,5,By Month,Idaho,65-74,0
2020,5,By Month,Idaho,75-84,0
2020,5,By Month,Idaho,85+,11
2020,5,By Month,Idaho,Not stated,0
2020,6,By Month,Idaho,0-24,0
2020,6,By Month,Idaho,25-34,0
2020,6,By Month,Idaho,35-44,0
2020,6,By Month,Idaho,45-54,0
2020,6,By Month,Idaho,55-64,0
2020,6,By Month,Idaho,65-74,0
2020,6,By Month,Idaho,75-84,0
2020,6,By Month,Idaho,85+,0
2020,6,By Month,Idaho,Not stated,0
2020,7,By Month,Idaho,0-24,0
2020,7,By Month,Idaho,25-34,0
2020,7,By Month,Idaho,35-44,0
2020,7,By Month,Idaho,45-54,0
2020,7,By Month,Idaho,55-64,12
2020,7,By Month,Idaho,65-74,23
2020,7,By Month,Idaho,75-84,42
2020,7,By Month,Idaho,85+,44
2020,7,By Month,Idaho,Not stated,0
2020,8,By Month,Idaho,0-24,0
2020,8,By Month,Idaho,25-34,0
2020,8,By Month,Idaho,35-44,0
2020,8,By Month,Idaho,45-54,0
2020,8,By Month,Idaho,55-64,13
2020,8,By Month,Idaho,65-74,33
2020,8,By Month,Idaho,75-84,52
2020,8,By Month,Idaho,85+,72
2020,8,By Month,Idaho,Not stated,0
2020,9,By Month,Idaho,0-24,0
2020,9,By Month,Idaho,25-34,0
2020,9,By Month,Idaho,35-44,0
2020,9,By Month,Idaho,45-54,0
2020,9,By Month,Idaho,55-64,11
2020,9,By Month,Idaho,65-74,29
2020,9,By Month,Idaho,75-84,27
2020,9,By Month,Idaho,85+,40
2020,9,By Month,Idaho,Not stated,0
2020,10,By Month,Idaho,0-24,0
2020,10,By Month,Idaho,25-34,0
2020,10,By Month,Idaho,35-44,0
2020,10,By Month,Idaho,45-54,0
2020,10,By Month,Idaho,55-64,17
2020,10,By Month,Idaho,65-74,48
2020,10,By Month,Idaho,75-84,54
2020,10,By Month,Idaho,85+,57
2020,10,By Month,Idaho,Not stated,0
2020,11,By Month,Idaho,0-24,0
2020,11,By Month,Idaho,25-34,0
2020,11,By Month,Idaho,35-44,0
2020,11,By Month,Idaho,45-54,0
2020,11,By Month,Idaho,55-64,22
2020,11,By Month,Idaho,65-74,86
2020,11,By Month,Idaho,75-84,118
2020,11,By Month,Idaho,85+,148
2020,11,By Month,Idaho,Not stated,0
2020,12,By Month,Idaho,0-24,0
2020,12,By Month,Idaho,25-34,0
2020,12,By Month,Idaho,35-44,0
2020,12,By Month,Idaho,45-54,20
2020,12,By Month,Idaho,55-64,43
2020,12,By Month,Idaho,65-74,94
2020,12,By Month,Idaho,75-84,142
2020,12,By Month,Idaho,85+,148
2020,12,By Month,Idaho,Not stated,0
2021,1,By Month,Idaho,0-24,0
2021,1,By Month,Idaho,25-34,0
2021,1,By Month,Idaho,35-44,0
2021,1,By Month,Idaho,45-54,0
2021,1,By Month,Idaho,55-64,24
2021,1,By Month,Idaho,65-74,54
2021,1,By Month,Idaho,75-84,91
2021,1,By Month,Idaho,85+,83
2021,1,By Month,Idaho,Not stated,0
2021,2,By Month,Idaho,0-24,0
2021,2,By Month,Idaho,25-34,0
2021,2,By Month,Idaho,35-44,0
2021,2,By Month,Idaho,45-54,0
2021,2,By Month,Idaho,55-64,11
2021,2,By Month,Idaho,65-74,24
2021,2,By Month,Idaho,75-84,37
2021,2,By Month,Idaho,85+,31
2021,2,By Month,Idaho,Not stated,0
2021,3,By Month,Idaho,0-24,0
2021,3,By Month,Idaho,25-34,0
2021,3,By Month,Idaho,35-44,0
2021,3,By Month,Idaho,45-54,0
2021,3,By Month,Idaho,55-64,0
2021,3,By Month,Idaho,65-74,17
2021,3,By Month,Idaho,75-84,25
2021,3,By Month,Idaho,85+,23
2021,3,By Month,Idaho,Not stated,0
2021,4,By Month,Idaho,0-24,0
2021,4,By Month,Idaho,25-34,0
2021,4,By Month,Idaho,35-44,0
2021,4,By Month,Idaho,45-54,0
2021,4,By Month,Idaho,55-64,11
2021,4,By Month,Idaho,65-74,22
2021,4,By Month,Idaho,75-84,22
2021,4,By Month,Idaho,85+,22
2021,4,By Month,Idaho,Not stated,0
2021,5,By Month,Idaho,0-24,0
2021,5,By Month,Idaho,25-34,0
2021,5,By Month,Idaho,35-44,0
2021,5,By Month,Idaho,45-54,0
2021,5,By Month,Idaho,55-64,10
2021,5,By Month,Idaho,65-74,20
2021,5,By Month,Idaho,75-84,22
2021,5,By Month,Idaho,85+,11
2021,5,By Month,Idaho,Not stated,0
2021,6,By Month,Idaho,0-24,0
2021,6,By Month,Idaho,25-34,0
2021,6,By Month,Idaho,35-44,0
2021,6,By Month,Idaho,45-54,0
2021,6,By Month,Idaho,55-64,0
2021,6,By Month,Idaho,65-74,17
2021,6,By Month,Idaho,75-84,0
2021,6,By Month,Idaho,85+,16
2021,6,By Month,Idaho,Not stated,0
2021,7,By Month,Idaho,0-24,0
2021,7,By Month,Idaho,25-34,0
2021,7,By Month,Idaho,35-44,0
2021,7,By Month,Idaho,45-54,0
2021,7,By Month,Idaho,55-64,11
2021,7,By Month,Idaho,65-74,12
2021,7,By Month,Idaho,75-84,17
2021,7,By Month,Idaho,85+,13
2021,7,By Month,Idaho,Not stated,0
2021,8,By Month,Idaho,0-24,0
2021,8,By Month,Idaho,25-34,0
2021,8,By Month,Idaho,35-44,11
2021,8,By Month,Idaho,45-54,14
2021,8,By Month,Idaho,55-64,41
2021,8,By Month,Idaho,65-74,54
2021,8,By Month,Idaho,75-84,65
2021,8,By Month,Idaho,85+,39
2021,8,By Month,Idaho,Not stated,0
2021,9,By Month,Idaho,0-24,0
2021,9,By Month,Idaho,25-34,10
2021,9,By Month,Idaho,35-44,18
2021,9,By Month,Idaho,45-54,70
2021,9,By Month,Idaho,55-64,107
2021,9,By Month,Idaho,65-74,168
2021,9,By Month,Idaho,75-84,145
2021,9,By Month,Idaho,85+,117
2021,9,By Month,Idaho,Not stated,0
2021,10,By Month,Idaho,0-24,0
2021,10,By Month,Idaho,25-34,0
2021,10,By Month,Idaho,35-44,21
2021,10,By Month,Idaho,45-54,55
2021,10,By Month,Idaho,55-64,121
2021,10,By Month,Idaho,65-74,149
2021,10,By Month,Idaho,75-84,163
2021,10,By Month,Idaho,85+,139
2021,10,By Month,Idaho,Not stated,0
2021,11,By Month,Idaho,0-24,0
2021,11,By Month,Idaho,25-34,0
2021,11,By Month,Idaho,35-44,13
2021,11,By Month,Idaho,45-54,29
2021,11,By Month,Idaho,55-64,58
2021,11,By Month,Idaho,65-74,93
2021,11,By Month,Idaho,75-84,72
2021,11,By Month,Idaho,85+,57
2021,11,By Month,Idaho,Not stated,0
2021,12,By Month,Idaho,0-24,0
2021,12,By Month,Idaho,25-34,0
2021,12,By Month,Idaho,35-44,0
2021,12,By Month,Idaho,45-54,14
2021,12,By Month,Idaho,55-64,33
2021,12,By Month,Idaho,65-74,58
2021,12,By Month,Idaho,75-84,64
2021,12,By Month,Idaho,85+,41
2021,12,By Month,Idaho,Not stated,0
2022,1,By Month,Idaho,0-24,0
2022,1,By Month,Idaho,25-34,0
2022,1,By Month,Idaho,35-44,14
2022,1,By Month,Idaho,45-54,17
2022,1,By Month,Idaho,55-64,38
2022,1,By Month,Idaho,65-74,67
2022,1,By Month,Idaho,75-84,67
2022,1,By Month,Idaho,85+,67
2022,1,By Month,Idaho,Not stated,0
2022,2,By Month,Idaho,0-24,0
2022,2,By Month,Idaho,25-34,0
2022,2,By Month,Idaho,35-44,0
2022,2,By Month,Idaho,45-54,0
2022,2,By Month,Idaho,55-64,37
2022,2,By Month,Idaho,65-74,63
2022,2,By Month,Idaho,75-84,103
2022,2,By Month,Idaho,85+,86
2022,2,By Month,Idaho,Not stated,0
2022,3,By Month,Idaho,0-24,0
2022,3,By Month,Idaho,25-34,0
2022,3,By Month,Idaho,35-44,0
2022,3,By Month,Idaho,45-54,0
2022,3,By Month,Idaho,55-64,11
2022,3,By Month,Idaho,65-74,17
2022,3,By Month,Idaho,75-84,22
2022,3,By Month,Idaho,85+,22
2022,3,By Month,Idaho,Not stated,0
2022,4,By Month,Idaho,0-24,0
2022,4,By Month,Idaho,25-34,0
2022,4,By Month,Idaho,35-44,0
2022,4,By Month,Idaho,45-54,0
2022,4,By Month,Idaho,55-64,0
2022,4,By Month,Idaho,65-74,0
2022,4,By Month,Idaho,75-84,0
2022,4,By Month,Idaho,85+,0
2022,4,By Month,Idaho,Not stated,0
2022,5,By Month,Idaho,0-24,0
2022,5,By Month,Idaho,25-34,0
2022,5,By Month,Idaho,35-44,0
2022,5,By Month,Idaho,45-54,0
2022,5,By Month,Idaho,55-64,0
2022,5,By Month,Idaho,65-74,0
2022,5,By Month,Idaho,75-84,0
2022,5,By Month,Idaho,85+,0
2022,5,By Month,Idaho,Not stated,0
2022,6,By Month,Idaho,0-24,0
2022,6,By Month,Idaho,25-34,0
2022,6,By Month,Idaho,35-44,0
2022,6,By Month,Idaho,45-54,0
2022,6,By Month,Idaho,55-64,0
2022,6,By Month,Idaho,65-74,0
2022,6,By Month,Idaho,75-84,10
2022,6,By Month,Idaho,85+,21
2022,6,By Month,Idaho,Not stated,0
2022,7,By Month,Idaho,0-24,0
2022,7,By Month,Idaho,25-34,0
2022,7,By Month,Idaho,35-44,0
2022,7,By Month,Idaho,45-54,0
2022,7,By Month,Idaho,55-64,12
2022,7,By Month,Idaho,65-74,11
2022,7,By Month,Idaho,75-84,18
2022,7,By Month,Idaho,85+,28
2022,7,By Month,Idaho,Not stated,0
2022,8,By Month,Idaho,0-24,0
2022,8,By Month,Idaho,25-34,0
2022,8,By Month,Idaho,35-44,0
2022,8,By Month,Idaho,45-54,0
2022,8,By Month,Idaho,55-64,0
2022,8,By Month,Idaho,65-74,14
2022,8,By Month,Idaho,75-84,29
2022,8,By Month,Idaho,85+,26
2022,8,By Month,Idaho,Not stated,0
2022,9,By Month,Idaho,0-24,0
2022,9,By Month,Idaho,25-34,0
2022,9,By Month,Idaho,35-44,0
2022,9,By Month,Idaho,45-54,0
2022,9,By Month,Idaho,55-64,0
2022,9,By Month,Idaho,65-74,10
2022,9,By Month,Idaho,75-84,11
2022,9,By Month,Idaho,85+,27
2022,9,By Month,Idaho,Not stated,0
2022,10,By Month,Idaho,0-24,0
2022,10,By Month,Idaho,25-34,0
2022,10,By Month,Idaho,35-44,0
2022,10,By Month,Idaho,45-54,0
2022,10,By Month,Idaho,55-64,0
2022,10,By Month,Idaho,65-74,12
2022,10,By Month,Idaho,75-84,11
2022,10,By Month,Idaho,85+,13
2022,10,By Month,Idaho,Not stated,0
2022,11,By Month,Idaho,0-24,0
2022,11,By Month,Idaho,25-34,0
2022,11,By Month,Idaho,35-44,0
2022,11,By Month,Idaho,45-54,0
2022,11,By Month,Idaho,55-64,0
2022,11,By Month,Idaho,65-74,0
2022,11,By Month,Idaho,75-84,12
2022,11,By Month,Idaho,85+,19
2022,11,By Month,Idaho,Not stated,0
2022,12,By Month,Idaho,0-24,0
2022,12,By Month,Idaho,25-34,0
2022,12,By Month,Idaho,35-44,0
2022,12,By Month,Idaho,45-54,0
2022,12,By Month,Idaho,55-64,0
2022,12,By Month,Idaho,65-74,0
2022,12,By Month,Idaho,75-84,15
2022,12,By Month,Idaho,85+,21
2022,12,By Month,Idaho,Not stated,0
2023,1,By Month,Idaho,0-24,0
2023,1,By Month,Idaho,25-34,0
2023,1,By Month,Idaho,35-44,0
2023,1,By Month,Idaho,45-54,0
2023,1,By Month,Idaho,55-64,0
2023,1,By Month,Idaho,65-74,0
2023,1,By Month,Idaho,75-84,19
2023,1,By Month,Idaho,85+,11
2023,1,By Month,Idaho,Not stated,0
2023,2,By Month,Idaho,0-24,0
2023,2,By Month,Idaho,25-34,0
2023,2,By Month,Idaho,35-44,0
2023,2,By Month,Idaho,45-54,0
2023,2,By Month,Idaho,55-64,0
2023,2,By Month,Idaho,65-74,0
2023,2,By Month,Idaho,75-84,0
2023,2,By Month,Idaho,85+,0
2023,2,By Month,Idaho,Not stated,0
2023,3,By Month,Idaho,0-24,0
2023,3,By Month,Idaho,25-34,0
2023,3,By Month,Idaho,35-44,0
2023,3,By Month,Idaho,45-54,0
2023,3,By Month,Idaho,55-64,0
2023,3,By Month,Idaho,65-74,13
2023,3,By Month,Idaho,75-84,18
2023,3,By Month,Idaho,85+,24
2023,3,By Month,Idaho,Not stated,0
2023,4,By Month,Idaho,0-24,0
2023,4,By Month,Idaho,25-34,0
2023,4,By Month,Idaho,35-44,0
2023,4,By Month,Idaho,45-54,0
2023,4,By Month,Idaho,55-64,0
2023,4,By Month,Idaho,65-74,0
2023,4,By Month,Idaho,75-84,0
2023,4,By Month,Idaho,85+,0
2023,4,By Month,Idaho,Not stated,0
2023,5,By Month,Idaho,0-24,0
2023,5,By Month,Idaho,25-34,0
2023,5,By Month,Idaho,35-44,0
2023,5,By Month,Idaho,45-54,0
2023,5,By Month,Idaho,55-64,0
2023,5,By Month,Idaho,65-74,0
2023,5,By Month,Idaho,75-84,0
2023,5,By Month,Idaho,85+,0
2023,5,By Month,Idaho,Not stated,0
2023,6,By Month,Idaho,0-24,0
2023,6,By Month,Idaho,25-34,0
2023,6,By Month,Idaho,35-44,0
2023,6,By Month,Idaho,45-54,0
2023,6,By Month,Idaho,55-64,0
2023,6,By Month,Idaho,65-74,0
2023,6,By Month,Idaho,75-84,0
2023,6,By Month,Idaho,85+,0
2023,6,By Month,Idaho,Not stated,0
2023,7,By Month,Idaho,0-24,0
2023,7,By Month,Idaho,25-34,0
2023,7,By Month,Idaho,35-44,0
2023,7,By Month,Idaho,45-54,0
2023,7,By Month,Idaho,55-64,0
2023,7,By Month,Idaho,65-74,0
2023,7,By Month,Idaho,75-84,0
2023,7,By Month,Idaho,85+,10
2023,7,By Month,Idaho,Not stated,0
2023,8,By Month,Idaho,0-24,0
2023,8,By Month,Idaho,25-34,0
2023,8,By Month,Idaho,35-44,0
2023,8,By Month,Idaho,45-54,0
2023,8,By Month,Idaho,55-64,0
2023,8,By Month,Idaho,65-74,0
2023,8,By Month,Idaho,75-84,0
2023,8,By Month,Idaho,85+,0
2023,8,By Month,Idaho,Not stated,0
2023,9,By Month,Idaho,0-24,0
2023,9,By Month,Idaho,25-34,0
2023,9,By Month,Idaho,35-44,0
2023,9,By Month,Idaho,45-54,0
2023,9,By Month,Idaho,55-64,0
2023,9,By Month,Idaho,65-74,0
2023,9,By Month,Idaho,75-84,0
2023,9,By Month,Idaho,85+,0
2023,9,By Month,Idaho,Not stated,0
2020,1,By Month,Illinois,0-24,0
2020,1,By Month,Illinois,25-34,0
2020,1,By Month,Illinois,35-44,0
2020,1,By Month,Illinois,45-54,0
2020,1,By Month,Illinois,55-64,0
2020,1,By Month,Illinois,65-74,0
2020,1,By Month,Illinois,75-84,0
2020,1,By Month,Illinois,85+,0
2020,1,By Month,Illinois,Not stated,0
2020,2,By Month,Illinois,0-24,0
2020,2,By Month,Illinois,25-34,0
2020,2,By Month,Illinois,35-44,0
2020,2,By Month,Illinois,45-54,0
2020,2,By Month,Illinois,55-64,0
2020,2,By Month,Illinois,65-74,0
2020,2,By Month,Illinois,75-84,0
2020,2,By Month,Illinois,85+,0
2020,2,By Month,Illinois,Not stated,0
2020,3,By Month,Illinois,0-24,0
2020,3,By Month,Illinois,25-34,0
2020,3,By Month,Illinois,35-44,0
2020,3,By Month,Illinois,45-54,20
2020,3,By Month,Illinois,55-64,30
2020,3,By Month,Illinois,65-74,56
2020,3,By Month,Illinois,75-84,45
2020,3,By Month,Illinois,85+,29
2020,3,By Month,Illinois,Not stated,0
2020,4,By Month,Illinois,0-24,0
2020,4,By Month,Illinois,25-34,26
2020,4,By Month,Illinois,35-44,52
2020,4,By Month,Illinois,45-54,134
2020,4,By Month,Illinois,55-64,312
2020,4,By Month,Illinois,65-74,523
2020,4,By Month,Illinois,75-84,667
2020,4,By Month,Illinois,85+,727
2020,4,By Month,Illinois,Not stated,0
2020,5,By Month,Illinois,0-24,0
