Year,Month,Group,State,Age Group,COVID-19 Deaths
2020,1,By Month,Alabama,0-24,0
2020,1,By Month,Alabama,25-34,0
2020,1,By Month,Alabama,35-44,0
2020,1,By Month,Alabama,45-54,0
2020,1,By Month,Alabama,55-64,0
2020,1,By Month,Alabama,65-74,0
2020,1,By Month,Alabama,75-84,0
2020,1,By Month,Alabama,85+,0
2020,1,By Month,Alabama,Not stated,0
2020,2,By Month,Alabama,0-24,0
2020,2,By Month,Alabama,25-34,0
2020,2,By Month,Alabama,35-44,0
2020,2,By Month,Alabama,45-54,0
2020,2,By Month,Alabama,55-64,0
2020,2,By Month,Alabama,65-74,0
2020,2,By Month,Alabama,75-84,0
2020,2,By Month,Alabama,85+,0
2020,2,By Month,Alabama,Not stated,0
2020,3,By Month,Alabama,0-24,0
2020,3,By Month,Alabama,25-34,0
2020,3,By Month,Alabama,35-44,0
2020,3,By Month,Alabama,45-54,0
2020,3,By Month,Alabama,55-64,0
2020,3,By Month,Alabama,65-74,14
2020,3,By Month,Alabama,75-84,0
2020,3,By Month,Alabama,85+,10
2020,3,By Month,Alabama,Not stated,0
2020,4,By Month,Alabama,0-24,0
2020,4,By Month,Alabama,25-34,0
2020,4,By Month,Alabama,35-44,0
2020,4,By Month,Alabama,45-54,20
2020,4,By Month,Alabama,55-64,53
2020,4,By Month,Alabama,65-74,87
2020,4,By Month,Alabama,75-84,92
2020,4,By Month,Alabama,85+,80
2020,4,By Month,Alabama,Not stated,0
2020,5,By Month,Alabama,0-24,0
2020,5,By Month,Alabama,25-34,0
2020,5,By Month,Alabama,35-44,10
2020,5,By Month,Alabama,45-54,27
2020,5,By Month,Alabama,55-64,51
2020,5,By Month,Alabama,65-74,100
2020,5,By Month,Alabama,75-84,109
2020,5,By Month,Alabama,85+,129
2020,5,By Month,Alabama,Not stated,0
2020,6,By Month,Alabama,0-24,0
2020,6,By Month,Alabama,25-34,0
2020,6,By Month,Alabama,35-44,13
2020,6,By Month,Alabama,45-54,29
2020,6,By Month,Alabama,55-64,61
2020,6,By Month,Alabama,65-74,108
2020,6,By Month,Alabama,75-84,105
2020,6,By Month,Alabama,85+,78
2020,6,By Month,Alabama,Not stated,0
2020,7,By Month,Alabama,0-24,0
2020,7,By Month,Alabama,25-34,0
2020,7,By Month,Alabama,35-44,22
2020,7,By Month,Alabama,45-54,45
2020,7,By Month,Alabama,55-64,127
2020,7,By Month,Alabama,65-74,211
2020,7,By Month,Alabama,75-84,227
2020,7,By Month,Alabama,85+,238
2020,7,By Month,Alabama,Not stated,0
2020,8,By Month,Alabama,0-24,0
2020,8,By Month,Alabama,25-34,0
2020,8,By Month,Alabama,35-44,18
2020,8,By Month,Alabama,45-54,63
2020,8,By Month,Alabama,55-64,139
2020,8,By Month,Alabama,65-74,233
2020,8,By Month,Alabama,75-84,255
2020,8,By Month,Alabama,85+,247
2020,8,By Month,Alabama,Not stated,0
2020,9,By Month,Alabama,0-24,0
2020,9,By Month,Alabama,25-34,0
2020,9,By Month,Alabama,35-44,10
2020,9,By Month,Alabama,45-54,29
2020,9,By Month,Alabama,55-64,67
2020,9,By Month,Alabama,65-74,138
2020,9,By Month,Alabama,75-84,178
2020,9,By Month,Alabama,85+,139
2020,9,By Month,Alabama,Not stated,0
2020,10,By Month,Alabama,0-24,0
2020,10,By Month,Alabama,25-34,0
2020,10,By Month,Alabama,35-44,12
2020,10,By Month,Alabama,45-54,25
2020,10,By Month,Alabama,55-64,78
2020,10,By Month,Alabama,65-74,150
2020,10,By Month,Alabama,75-84,171
2020,10,By Month,Alabama,85+,118
2020,10,By Month,Alabama,Not stated,0
2020,11,By Month,Alabama,0-24,0
2020,11,By Month,Alabama,25-34,0
2020,11,By Month,Alabama,35-44,12
2020,11,By Month,Alabama,45-54,35
2020,11,By Month,Alabama,55-64,104
2020,11,By Month,Alabama,65-74,197
2020,11,By Month,Alabama,75-84,228
2020,11,By Month,Alabama,85+,186
2020,11,By Month,Alabama,Not stated,0
2020,12,By Month,Alabama,0-24,0
2020,12,By Month,Alabama,25-34,0
2020,12,By Month,Alabama,35-44,23
2020,12,By Month,Alabama,45-54,97
2020,12,By Month,Alabama,55-64,212
2020,12,By Month,Alabama,65-74,431
2020,12,By Month,Alabama,75-84,528
2020,12,By Month,Alabama,85+,449
2020,12,By Month,Alabama,Not stated,0
2021,1,By Month,Alabama,0-24,0
2021,1,By Month,Alabama,25-34,10
2021,1,By Month,Alabama,35-44,49
2021,1,By Month,Alabama,45-54,116
2021,1,By Month,Alabama,55-64,344
2021,1,By Month,Alabama,65-74,628
2021,1,By Month,Alabama,75-84,734
2021,1,By Month,Alabama,85+,533
2021,1,By Month,Alabama,Not stated,0
2021,2,By Month,Alabama,0-24,0
2021,2,By Month,Alabama,25-34,0
2021,2,By Month,Alabama,35-44,20
2021,2,By Month,Alabama,45-54,50
2021,2,By Month,Alabama,55-64,150
2021,2,By Month,Alabama,65-74,300
2021,2,By Month,Alabama,75-84,288
2021,2,By Month,Alabama,85+,153
2021,2,By Month,Alabama,Not stated,0
2021,3,By Month,Alabama,0-24,0
2021,3,By Month,Alabama,25-34,0
2021,3,By Month,Alabama,35-44,10
2021,3,By Month,Alabama,45-54,29
2021,3,By Month,Alabama,55-64,58
2021,3,By Month,Alabama,65-74,117
2021,3,By Month,Alabama,75-84,113
2021,3,By Month,Alabama,85+,60
2021,3,By Month,Alabama,Not stated,0
2021,4,By Month,Alabama,0-24,0
2021,4,By Month,Alabama,25-34,0
2021,4,By Month,Alabama,35-44,0
2021,4,By Month,Alabama,45-54,24
2021,4,By Month,Alabama,55-64,36
2021,4,By Month,Alabama,65-74,52
2021,4,By Month,Alabama,75-84,48
2021,4,By Month,Alabama,85+,43
2021,4,By Month,Alabama,Not stated,0
2021,5,By Month,Alabama,0-24,0
2021,5,By Month,Alabama,25-34,0
2021,5,By Month,Alabama,35-44,0
2021,5,By Month,Alabama,45-54,19
2021,5,By Month,Alabama,55-64,47
2021,5,By Month,Alabama,65-74,68
2021,5,By Month,Alabama,75-84,38
2021,5,By Month,Alabama,85+,28
2021,5,By Month,Alabama,Not stated,0
2021,6,By Month,Alabama,0-24,0
2021,6,By Month,Alabama,25-34,0
2021,6,By Month,Alabama,35-44,0
2021,6,By Month,Alabama,45-54,0
2021,6,By Month,Alabama,55-64,28
2021,6,By Month,Alabama,65-74,33
2021,6,By Month,Alabama,75-84,35
2021,6,By Month,Alabama,85+,19
2021,6,By Month,Alabama,Not stated,0
2021,7,By Month,Alabama,0-24,0
2021,7,By Month,Alabama,25-34,11
2021,7,By Month,Alabama,35-44,11
2021,7,By Month,Alabama,45-54,38
2021,7,By Month,Alabama,55-64,50
2021,7,By Month,Alabama,65-74,66
2021,7,By Month,Alabama,75-84,51
2021,7,By Month,Alabama,85+,32
2021,7,By Month,Alabama,Not stated,0
2021,8,By Month,Alabama,0-24,0
2021,8,By Month,Alabama,25-34,53
2021,8,By Month,Alabama,35-44,122
2021,8,By Month,Alabama,45-54,235
2021,8,By Month,Alabama,55-64,363
2021,8,By Month,Alabama,65-74,424
2021,8,By Month,Alabama,75-84,312
2021,8,By Month,Alabama,85+,165
2021,8,By Month,Alabama,Not stated,0
2021,9,By Month,Alabama,0-24,0
2021,9,By Month,Alabama,25-34,45
2021,9,By Month,Alabama,35-44,141
2021,9,By Month,Alabama,45-54,270
2021,9,By Month,Alabama,55-64,491
2021,9,By Month,Alabama,65-74,496
2021,9,By Month,Alabama,75-84,355
2021,9,By Month,Alabama,85+,171
2021,9,By Month,Alabama,Not stated,0
2021,10,By Month,Alabama,0-24,0
2021,10,By Month,Alabama,25-34,21
2021,10,By Month,Alabama,35-44,51
2021,10,By Month,Alabama,45-54,113
2021,10,By Month,Alabama,55-64,208
2021,10,By Month,Alabama,65-74,208
2021,10,By Month,Alabama,75-84,139
2021,10,By Month,Alabama,85+,98
2021,10,By Month,Alabama,Not stated,0
2021,11,By Month,Alabama,0-24,0
2021,11,By Month,Alabama,25-34,0
2021,11,By Month,Alabama,35-44,10
2021,11,By Month,Alabama,45-54,43
2021,11,By Month,Alabama,55-64,60
2021,11,By Month,Alabama,65-74,77
2021,11,By Month,Alabama,75-84,65
2021,11,By Month,Alabama,85+,36
2021,11,By Month,Alabama,Not stated,0
2021,12,By Month,Alabama,0-24,0
2021,12,By Month,Alabama,25-34,0
2021,12,By Month,Alabama,35-44,19
2021,12,By Month,Alabama,45-54,29
2021,12,By Month,Alabama,55-64,63
2021,12,By Month,Alabama,65-74,79
2021,12,By Month,Alabama,75-84,76
2021,12,By Month,Alabama,85+,44
2021,12,By Month,Alabama,Not stated,0
2022,1,By Month,Alabama,0-24,0
2022,1,By Month,Alabama,25-34,11
2022,1,By Month,Alabama,35-44,29
2022,1,By Month,Alabama,45-54,93
2022,1,By Month,Alabama,55-64,242
2022,1,By Month,Alabama,65-74,295
2022,1,By Month,Alabama,75-84,330
2022,1,By Month,Alabama,85+,227
2022,1,By Month,Alabama,Not stated,0
2022,2,By Month,Alabama,0-24,0
2022,2,By Month,Alabama,25-34,0
2022,2,By Month,Alabama,35-44,16
2022,2,By Month,Alabama,45-54,71
2022,2,By Month,Alabama,55-64,203
2022,2,By Month,Alabama,65-74,360
2022,2,By Month,Alabama,75-84,348
2022,2,By Month,Alabama,85+,249
2022,2,By Month,Alabama,Not stated,0
2022,3,By Month,Alabama,0-24,0
2022,3,By Month,Alabama,25-34,0
2022,3,By Month,Alabama,35-44,0
2022,3,By Month,Alabama,45-54,23
2022,3,By Month,Alabama,55-64,69
2022,3,By Month,Alabama,65-74,105
2022,3,By Month,Alabama,75-84,120
2022,3,By Month,Alabama,85+,58
2022,3,By Month,Alabama,Not stated,0
2022,4,By Month,Alabama,0-24,0
2022,4,By Month,Alabama,25-34,0
2022,4,By Month,Alabama,35-44,0
2022,4,By Month,Alabama,45-54,0
2022,4,By Month,Alabama,55-64,17
2022,4,By Month,Alabama,65-74,25
2022,4,By Month,Alabama,75-84,22
2022,4,By Month,Alabama,85+,21
2022,4,By Month,Alabama,Not stated,0
2022,5,By Month,Alabama,0-24,0
2022,5,By Month,Alabama,25-34,0
2022,5,By Month,Alabama,35-44,0
2022,5,By Month,Alabama,45-54,0
2022,5,By Month,Alabama,55-64,12
2022,5,By Month,Alabama,65-74,13
2022,5,By Month,Alabama,75-84,16
2022,5,By Month,Alabama,85+,17
2022,5,By Month,Alabama,Not stated,0
2022,6,By Month,Alabama,0-24,0
2022,6,By Month,Alabama,25-34,0
2022,6,By Month,Alabama,35-44,0
2022,6,By Month,Alabama,45-54,0
2022,6,By Month,Alabama,55-64,10
2022,6,By Month,Alabama,65-74,22
2022,6,By Month,Alabama,75-84,36
2022,6,By Month,Alabama,85+,31
2022,6,By Month,Alabama,Not stated,0
2022,7,By Month,Alabama,0-24,0
2022,7,By Month,Alabama,25-34,0
2022,7,By Month,Alabama,35-44,0
2022,7,By Month,Alabama,45-54,0
2022,7,By Month,Alabama,55-64,37
2022,7,By Month,Alabama,65-74,54
2022,7,By Month,Alabama,75-84,74
2022,7,By Month,Alabama,85+,64
2022,7,By Month,Alabama,Not stated,0
2022,8,By Month,Alabama,0-24,0
2022,8,By Month,Alabama,25-34,0
2022,8,By Month,Alabama,35-44,0
2022,8,By Month,Alabama,45-54,10
2022,8,By Month,Alabama,55-64,29
2022,8,By Month,Alabama,65-74,52
2022,8,By Month,Alabama,75-84,81
2022,8,By Month,Alabama,85+,80
2022,8,By Month,Alabama,Not stated,0
2022,9,By Month,Alabama,0-24,0
2022,9,By Month,Alabama,25-34,0
2022,9,By Month,Alabama,35-44,0
2022,9,By Month,Alabama,45-54,11
2022,9,By Month,Alabama,55-64,23
2022,9,By Month,Alabama,65-74,49
2022,9,By Month,Alabama,75-84,50
2022,9,By Month,Alabama,85+,57
2022,9,By Month,Alabama,Not stated,0
2022,10,By Month,Alabama,0-24,0
2022,10,By Month,Alabama,25-34,0
2022,10,By Month,Alabama,35-44,0
2022,10,By Month,Alabama,45-54,0
2022,10,By Month,Alabama,55-64,14
2022,10,By Month,Alabama,65-74,27
2022,10,By Month,Alabama,75-84,35
2022,10,By Month,Alabama,85+,24
2022,10,By Month,Alabama,Not stated,0
2022,11,By Month,Alabama,0-24,0
2022,11,By Month,Alabama,25-34,0
2022,11,By Month,Alabama,35-44,0
2022,11,By Month,Alabama,45-54,0
2022,11,By Month,Alabama,55-64,0
2022,11,By Month,Alabama,65-74,24
2022,11,By Month,Alabama,75-84,35
2022,11,By Month,Alabama,85+,25
2022,11,By Month,Alabama,Not stated,0
2022,12,By Month,Alabama,0-24,0
2022,12,By Month,Alabama,25-34,0
2022,12,By Month,Alabama,35-44,0
2022,12,By Month,Alabama,45-54,0
2022,12,By Month,Alabama,55-64,22
2022,12,By Month,Alabama,65-74,42
2022,12,By Month,Alabama,75-84,46
2022,12,By Month,Alabama,85+,52
2022,12,By Month,Alabama,Not stated,0
2023,1,By Month,Alabama,0-24,0
2023,1,By Month,Alabama,25-34,0
2023,1,By Month,Alabama,35-44,0
2023,1,By Month,Alabama,45-54,0
2023,1,By Month,Alabama,55-64,25
2023,1,By Month,Alabama,65-74,65
2023,1,By Month,Alabama,75-84,89
2023,1,By Month,Alabama,85+,76
2023,1,By Month,Alabama,Not stated,0
2023,2,By Month,Alabama,0-24,0
2023,2,By Month,Alabama,25-34,0
2023,2,By Month,Alabama,35-44,0
2023,2,By Month,Alabama,45-54,0
2023,2,By Month,Alabama,55-64,15
2023,2,By Month,Alabama,65-74,37
2023,2,By Month,Alabama,75-84,52
2023,2,By Month,Alabama,85+,44
2023,2,By Month,Alabama,Not stated,0
2023,3,By Month,Alabama,0-24,0
2023,3,By Month,Alabama,25-34,0
2023,3,By Month,Alabama,35-44,0
2023,3,By Month,Alabama,45-54,0
2023,3,By Month,Alabama,55-64,0
2023,3,By Month,Alabama,65-74,21
2023,3,By Month,Alabama,75-84,30
2023,3,By Month,Alabama,85+,36
2023,3,By Month,Alabama,Not stated,0
2023,4,By Month,Alabama,0-24,0
2023,4,By Month,Alabama,25-34,0
2023,4,By Month,Alabama,35-44,0
2023,4,By Month,Alabama,45-54,0
2023,4,By Month,Alabama,55-64,0
2023,4,By Month,Alabama,65-74,17
2023,4,By Month,Alabama,75-84,19
2023,4,By Month,Alabama,85+,27
2023,4,By Month,Alabama,Not stated,0
2023,5,By Month,Alabama,0-24,0
2023,5,By Month,Alabama,25-34,0
2023,5,By Month,Alabama,35-44,0
2023,5,By Month,Alabama,45-54,0
2023,5,By Month,Alabama,55-64,0
2023,5,By Month,Alabama,65-74,0
2023,5,By Month,Alabama,75-84,17
2023,5,By Month,Alabama,85+,14
2023,5,By Month,Alabama,Not stated,0
2023,6,By Month,Alabama,0-24,0
2023,6,By Month,Alabama,25-34,0
2023,6,By Month,Alabama,35-44,0
2023,6,By Month,Alabama,45-54,0
2023,6,By Month,Alabama,55-64,0
2023,6,By Month,Alabama,65-74,14
2023,6,By Month,Alabama,75-84,12
2023,6,By Month,Alabama,85+,0
2023,6,By Month,Alabama,Not stated,0
2023,7,By Month,Alabama,0-24,0
2023,7,By Month,Alabama,25-34,0
2023,7,By Month,Alabama,35-44,0
2023,7,By Month,Alabama,45-54,0
2023,7,By Month,Alabama,55-64,0
2023,7,By Month,Alabama,65-74,0
2023,7,By Month,Alabama,75-84,19
2023,7,By Month,Alabama,85+,12
2023,7,By Month,Alabama,Not stated,0
2023,8,By Month,Alabama,0-24,0
2023,8,By Month,Alabama,25-34,0
2023,8,By Month,Alabama,35-44,0
2023,8,By Month,Alabama,45-54,0
2023,8,By Month,Alabama,55-64,11
2023,8,By Month,Alabama,65-74,15
2023,8,By Month,Alabama,75-84,31
2023,8,By Month,Alabama,85+,26
2023,8,By Month,Alabama,Not stated,0
2023,9,By Month,Alabama,0-24,0
2023,9,By Month,Alabama,25-34,0
2023,9,By Month,Alabama,35-44,0
2023,9,By Month,Alabama,45-54,0
2023,9,By Month,Alabama,55-64,0
2023,9,By Month,Alabama,65-74,0
2023,9,By Month,Alabama,75-84,16
2023,9,By Month,Alabama,85+,0
2023,9,By Month,Alabama,Not stated,0
2020,1,By Month,Alaska,0-24,0
2020,1,By Month,Alaska,25-34,0
2020,1,By Month,Alaska,35-44,0
2020,1,By Month,Alaska,45-54,0
2020,1,By Month,Alaska,55-64,0
2020,1,By Month,Alaska,65-74,0
2020,1,By Month,Alaska,75-84,0
2020,1,By Month,Alaska,85+,0
2020,1,By Month,Alaska,Not stated,0
2020,2,By Month,Alaska,0-24,0
2020,2,By Month,Alaska,25-34,0
2020,2,By Month,Alaska,35-44,0
2020,2,By Month,Alaska,45-54,0
2020,2,By Month,Alaska,55-64,0
2020,2,By Month,Alaska,65-74,0
2020,2,By Month,Alaska,75-84,0
2020,2,By Month,Alaska,85+,0
2020,2,By Month,Alaska,Not stated,0
2020,3,By Month,Alaska,0-24,0
2020,3,By Month,Alaska,25-34,0
2020,3,By Month,Alaska,35-44,0
2020,3,By Month,Alaska,45-54,0
2020,3,By Month,Alaska,55-64,0
2020,3,By Month,Alaska,65-74,0
2020,3,By Month,Alaska,75-84,0
2020,3,By Month,Alaska,85+,0
2020,3,By Month,Alaska,Not stated,0
2020,4,By Month,Alaska,0-24,0
2020,4,By Month,Alaska,25-34,0
2020,4,By Month,Alaska,35-44,0
2020,4,By Month,Alaska,45-54,0
2020,4,By Month,Alaska,55-64,0
2020,4,By Month,Alaska,65-74,0
2020,4,By Month,Alaska,75-84,0
2020,4,By Month,Alaska,85+,0
2020,4,By Month,Alaska,Not stated,0
2020,5,By Month,Alaska,0-24,0
2020,5,By Month,Alaska,25-34,0
2020,5,By Month,Alaska,35-44,0
2020,5,By Month,Alaska,45-54,0
2020,5,By Month,Alaska,55-64,0
2020,5,By Month,Alaska,65-74,0
2020,5,By Month,Alaska,75-84,0
2020,5,By Month,Alaska,85+,0
2020,5,By Month,Alaska,Not stated,0
2020,6,By Month,Alaska,0-24,0
2020,6,By Month,Alaska,25-34,0
2020,6,By Month,Alaska,35-44,0
2020,6,By Month,Alaska,45-54,0
2020,6,By Month,Alaska,55-64,0
2020,6,By Month,Alaska,65-74,0
2020,6,By Month,Alaska,75-84,0
2020,6,By Month,Alaska,85+,0
2020,6,By Month,Alaska,Not stated,0
2020,7,By Month,Alaska,0-24,0
2020,7,By Month,Alaska,25-34,0
2020,7,By Month,Alaska,35-44,0
2020,7,By Month,Alaska,45-54,0
2020,7,By Month,Alaska,55-64,0
2020,7,By Month,Alaska,65-74,0
2020,7,By Month,Alaska,75-84,0
2020,7,By Month,Alaska,85+,0
2020,7,By Month,Alaska,Not stated,0
2020,8,By Month,Alaska,0-24,0
2020,8,By Month,Alaska,25-34,0
2020,8,By Month,Alaska,35-44,0
2020,8,By Month,Alaska,45-54,0
2020,8,By Month,Alaska,55-64,0
2020,8,By Month,Alaska,65-74,0
2020,8,By Month,Alaska,75-84,0
2020,8,By Month,Alaska,85+,0
2020,8,By Month,Alaska,Not stated,0
2020,9,By Month,Alaska,0-24,0
2020,9,By Month,Alaska,25-34,0
2020,9,By Month,Alaska,35-44,0
2020,9,By Month,Alaska,45-54,0
2020,9,By Month,Alaska,55-64,0
2020,9,By Month,Alaska,65-74,0
2020,9,By Month,Alaska,75-84,0
2020,9,By Month,Alaska,85+,0
2020,9,By Month,Alaska,Not stated,0
2020,10,By Month,Alaska,0-24,0
2020,10,By Month,Alaska,25-34,0
2020,10,By Month,Alaska,35-44,0
2020,10,By Month,Alaska,45-54,0
2020,10,By Month,Alaska,55-64,0
2020,10,By Month,Alaska,65-74,0
2020,10,By Month,Alaska,75-84,11
2020,10,By Month,Alaska,85+,10
2020,10,By Month,Alaska,Not stated,0
2020,11,By Month,Alaska,0-24,0
2020,11,By Month,Alaska,25-34,0
2020,11,By Month,Alaska,35-44,0
2020,11,By Month,Alaska,45-54,0
2020,11,By Month,Alaska,55-64,0
2020,11,By Month,Alaska,65-74,14
2020,11,By Month,Alaska,75-84,16
2020,11,By Month,Alaska,85+,21
2020,11,By Month,Alaska,Not stated,0
2020,12,By Month,Alaska,0-24,0
2020,12,By Month,Alaska,25-34,0
2020,12,By Month,Alaska,35-44,0
2020,12,By Month,Alaska,45-54,0
2020,12,By Month,Alaska,55-64,0
2020,12,By Month,Alaska,65-74,31
2020,12,By Month,Alaska,75-84,32
2020,12,By Month,Alaska,85+,20
2020,12,By Month,Alaska,Not stated,0
2021,1,By Month,Alaska,0-24,0
2021,1,By Month,Alaska,25-34,0
2021,1,By Month,Alaska,35-44,0
2021,1,By Month,Alaska,45-54,0
2021,1,By Month,Alaska,55-64,0
2021,1,By Month,Alaska,65-74,0
2021,1,By Month,Alaska,75-84,10
2021,1,By Month,Alaska,85+,14
2021,1,By Month,Alaska,Not stated,0
2021,2,By Month,Alaska,0-24,0
2021,2,By Month,Alaska,25-34,0
2021,2,By Month,Alaska,35-44,0
2021,2,By Month,Alaska,45-54,0
2021,2,By Month,Alaska,55-64,0
2021,2,By Month,Alaska,65-74,0
2021,2,By Month,Alaska,75-84,0
2021,2,By Month,Alaska,85+,0
2021,2,By Month,Alaska,Not stated,0
2021,3,By Month,Alaska,0-24,0
2021,3,By Month,Alaska,25-34,0
2021,3,By Month,Alaska,35-44,0
2021,3,By Month,Alaska,45-54,0
2021,3,By Month,Alaska,55-64,0
2021,3,By Month,Alaska,65-74,0
2021,3,By Month,Alaska,75-84,0
2021,3,By Month,Alaska,85+,0
2021,3,By Month,Alaska,Not stated,0
2021,4,By Month,Alaska,0-24,0
2021,4,By Month,Alaska,25-34,0
2021,4,By Month,Alaska,35-44,0
2021,4,By Month,Alaska,45-54,0
2021,4,By Month,Alaska,55-64,0
2021,4,By Month,Alaska,65-74,0
2021,4,By Month,Alaska,75-84,0
2021,4,By Month,Alaska,85+,0
2021,4,By Month,Alaska,Not stated,0
2021,5,By Month,Alaska,0-24,0
2021,5,By Month,Alaska,25-34,0
2021,5,By Month,Alaska,35-44,0
2021,5,By Month,Alaska,45-54,0
2021,5,By Month,Alaska,55-64,0
2021,5,By Month,Alaska,65-74,10
2021,5,By Month,Alaska,75-84,0
2021,5,By Month,Alaska,85+,0
2021,5,By Month,Alaska,Not stated,0
2021,6,By Month,Alaska,0-24,0
2021,6,By Month,Alaska,25-34,0
2021,6,By Month,Alaska,35-44,0
2021,6,By Month,Alaska,45-54,0
2021,6,By Month,Alaska,55-64,0
2021,6,By Month,Alaska,65-74,0
2021,6,By Month,Alaska,75-84,0
2021,6,By Month,Alaska,85+,0
2021,6,By Month,Alaska,Not stated,0
2021,7,By Month,Alaska,0-24,0
2021,7,By Month,Alaska,25-34,0
2021,7,By Month,Alaska,35-44,0
2021,7,By Month,Alaska,45-54,0
2021,7,By Month,Alaska,55-64,0
2021,7,By Month,Alaska,65-74,0
2021,7,By Month,Alaska,75-84,0
2021,7,By Month,Alaska,85+,0
2021,7,By Month,Alaska,Not stated,0
2021,8,By Month,Alaska,0-24,0
2021,8,By Month,Alaska,25-34,0
2021,8,By Month,Alaska,35-44,0
2021,8,By Month,Alaska,45-54,16
2021,8,By Month,Alaska,55-64,17
2021,8,By Month,Alaska,65-74,25
2021,8,By Month,Alaska,75-84,23
2021,8,By Month,Alaska,85+,13
2021,8,By Month,Alaska,Not stated,0
2021,9,By Month,Alaska,0-24,0
2021,9,By Month,Alaska,25-34,0
2021,9,By Month,Alaska,35-44,0
2021,9,By Month,Alaska,45-54,21
2021,9,By Month,Alaska,55-64,39
2021,9,By Month,Alaska,65-74,52
2021,9,By Month,Alaska,75-84,34
2021,9,By Month,Alaska,85+,30
2021,9,By Month,Alaska,Not stated,0
2021,10,By Month,Alaska,0-24,0
2021,10,By Month,Alaska,25-34,0
2021,10,By Month,Alaska,35-44,15
2021,10,By Month,Alaska,45-54,26
2021,10,By Month,Alaska,55-64,48
2021,10,By Month,Alaska,65-74,53
2021,10,By Month,Alaska,75-84,49
2021,10,By Month,Alaska,85+,21
2021,10,By Month,Alaska,Not stated,0
2021,11,By Month,Alaska,0-24,0
2021,11,By Month,Alaska,25-34,0
2021,11,By Month,Alaska,35-44,11
2021,11,By Month,Alaska,45-54,0
2021,11,By Month,Alaska,55-64,29
2021,11,By Month,Alaska,65-74,33
2021,11,By Month,Alaska,75-84,22
2021,11,By Month,Alaska,85+,0
2021,11,By Month,Alaska,Not stated,0
2021,12,By Month,Alaska,0-24,0
2021,12,By Month,Alaska,25-34,0
2021,12,By Month,Alaska,35-44,0
2021,12,By Month,Alaska,45-54,0
2021,12,By Month,Alaska,55-64,12
2021,12,By Month,Alaska,65-74,17
2021,12,By Month,Alaska,75-84,0
2021,12,By Month,Alaska,85+,0
2021,12,By Month,Alaska,Not stated,0
2022,1,By Month,Alaska,0-24,0
2022,1,By Month,Alaska,25-34,0
2022,1,By Month,Alaska,35-44,0
2022,1,By Month,Alaska,45-54,0
2022,1,By Month,Alaska,55-64,0
2022,1,By Month,Alaska,65-74,19
2022,1,By Month,Alaska,75-84,21
2022,1,By Month,Alaska,85+,10
2022,1,By Month,Alaska,Not stated,0
2022,2,By Month,Alaska,0-24,0
2022,2,By Month,Alaska,25-34,0
2022,2,By Month,Alaska,35-44,0
2022,2,By Month,Alaska,45-54,0
2022,2,By Month,Alaska,55-64,18
2022,2,By Month,Alaska,65-74,23
2022,2,By Month,Alaska,75-84,17
2022,2,By Month,Alaska,85+,10
2022,2,By Month,Alaska,Not stated,0
2022,3,By Month,Alaska,0-24,0
2022,3,By Month,Alaska,25-34,0
2022,3,By Month,Alaska,35-44,0
2022,3,By Month,Alaska,45-54,0
2022,3,By Month,Alaska,55-64,0
2022,3,By Month,Alaska,65-74,14
2022,3,By Month,Alaska,75-84,0
2022,3,By Month,Alaska,85+,0
2022,3,By Month,Alaska,Not stated,0
2022,4,By Month,Alaska,0-24,0
2022,4,By Month,Alaska,25-34,0
2022,4,By Month,Alaska,35-44,0
2022,4,By Month,Alaska,45-54,0
2022,4,By Month,Alaska,55-64,0
2022,4,By Month,Alaska,65-74,0
2022,4,By Month,Alaska,75-84,0
2022,4,By Month,Alaska,85+,0
2022,4,By Month,Alaska,Not stated,0
2022,5,By Month,Alaska,0-24,0
2022,5,By Month,Alaska,25-34,0
2022,5,By Month,Alaska,35-44,0
2022,5,By Month,Alaska,45-54,0
2022,5,By Month,Alaska,55-64,0
2022,5,By Month,Alaska,65-74,0
2022,5,By Month,Alaska,75-84,0
2022,5,By Month,Alaska,85+,0
2022,5,By Month,Alaska,Not stated,0
2022,6,By Month,Alaska,0-24,0
2022,6,By Month,Alaska,25-34,0
2022,6,By Month,Alaska,35-44,0
2022,6,By Month,Alaska,45-54,0
2022,6,By Month,Alaska,55-64,0
2022,6,By Month,Alaska,65-74,0
2022,6,By Month,Alaska,75-84,0
2022,6,By Month,Alaska,85+,0
2022,6,By Month,Alaska,Not stated,0
2022,7,By Month,Alaska,0-24,0
2022,7,By Month,Alaska,25-34,0
2022,7,By Month,Alaska,35-44,0
2022,7,By Month,Alaska,45-54,0
2022,7,By Month,Alaska,55-64,0
2022,7,By Month,Alaska,65-74,0
2022,7,By Month,Alaska,75-84,0
2022,7,By Month,Alaska,85+,0
2022,7,By Month,Alaska,Not stated,0
2022,8,By Month,Alaska,0-24,0
2022,8,By Month,Alaska,25-34,0
2022,8,By Month,Alaska,35-44,0
2022,8,By Month,Alaska,45-54,0
2022,8,By Month,Alaska,55-64,0
2022,8,By Month,Alaska,65-74,0
2022,8,By Month,Alaska,75-84,0
2022,8,By Month,Alaska,85+,0
2022,8,By Month,Alaska,Not stated,0
2022,9,By Month,Alaska,0-24,0
2022,9,By Month,Alaska,25-34,0
2022,9,By Month,Alaska,35-44,0
2022,9,By Month,Alaska,45-54,0
2022,9,By Month,Alaska,55-64,0
